date,genotype,food,cond,cue,plateID,animal,response.time,pir,group,paralyzed,tdc,tbh,data_type
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3354,1.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3355,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3356,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3357,1.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3358,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3359,5.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3360,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3361,0.96,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,190,3362,2.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3363,5.5,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3365,1.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3366,2.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3367,4.5,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3368,1.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3369,1.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3370,4.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3371,2.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3372,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3373,2.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3374,2.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3375,4.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3376,6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3377,0.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3378,3.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3379,6.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3380,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3381,7.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3382,1.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_16,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,191,3383,6.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3616,1.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3617,0.9,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3618,0.8,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3619,3.2,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3620,0.9,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3621,5.9,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3622,2.1,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3623,1.6,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3624,1.5,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3625,1.8,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3626,1.2,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3627,3.9,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3628,3.6,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3629,1.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3630,0.8,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3631,3.2,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3632,6.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3633,2.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3634,4.1,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,OP50,Tyrosine,oct_1.0,204,3635,2.8,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3636,1.2,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3637,10.5,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3638,8.5,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3639,2,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3641,9.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3642,9.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3643,6.6,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3644,2.4,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3645,3.7,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3646,14.6,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3647,13.9,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3648,3.3,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3650,4.5,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3651,3.1,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3652,4.4,NA,NA,non-paralyzed,+,+,raw
2019_04_27,N2,JUb39,Tyrosine,oct_1.0,205,3653,3.1,NA,NA,non-paralyzed,+,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3734,1.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3735,2.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3736,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3737,3.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3738,2.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3739,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3740,1.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3741,1.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3742,1.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3743,0.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3744,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3745,8.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3746,1.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3747,1.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3748,1.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3749,4.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3750,1.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3751,1.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3752,4.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,OP50,Tyrosine,oct_1.0,210,3753,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3754,6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3755,13.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3758,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3760,1.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3761,5.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3762,6.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3763,9.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3764,16.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3765,2.3,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3766,4.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3767,1.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3768,4.3,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3769,5.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3770,2.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3771,2.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1,JUb39,Tyrosine,oct_1.0,211,3774,4.1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3775,2.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3776,5.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3777,2.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3778,4.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3779,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3780,4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3781,1.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3782,0.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3783,8.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3784,2.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3785,1.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3786,2.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3787,5.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3788,4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3789,2.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3790,5.6,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3791,0.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3792,7.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3793,4.8,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3794,2.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,212,3795,3.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3797,3.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3798,6.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3799,9.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3801,5.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3802,3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3803,2.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3804,4.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3805,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3806,4.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3807,2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3809,6.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3810,3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3811,2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3812,1.9,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3813,3.2,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3814,6.5,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3815,1.7,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_27,tdc-1; tbh-1,JUb39,Tyrosine,oct_1.0,213,3816,5.1,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3877,1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3878,1.1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3879,1.1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3880,1.8,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3881,4.1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3882,1.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3883,2.4,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3884,2.6,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3885,3,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3886,1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3887,8.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3888,1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3889,2.5,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3890,1.1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3891,1.7,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3892,1.7,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3893,1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3894,2.6,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3895,1.3,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,OP50,Tyrosine,oct_1.0,217,3896,5.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3898,2.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3899,2.9,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3900,4.7,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3901,1.8,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3902,8,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3904,8.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3905,1.4,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3908,2.3,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3909,3.2,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3910,11.1,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3911,2.8,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3912,2.6,NA,NA,non-paralyzed,+,+,raw
2019_04_29,N2,JUb39,Tyrosine,oct_1.0,218,3913,12.5,NA,NA,non-paralyzed,+,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3935,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3936,0.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3937,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3938,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3939,1.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3940,2.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3941,3.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3942,1.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3943,1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3944,0.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3945,1.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3946,1.3,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3947,0.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3948,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3949,0.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3950,1.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3951,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3952,1.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3953,1,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,OP50,Tyrosine,oct_1.0,220,3954,2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3955,0.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3956,5.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3957,5.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3958,5.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3959,3.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3960,1.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3961,1.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3962,3.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3963,9.6,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3964,12.9,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3965,1.3,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3966,1.7,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3967,3.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3968,2.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3969,2.4,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3970,1.3,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3971,2.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3972,1.2,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3973,15.8,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1,JUb39,Tyrosine,oct_1.0,221,3974,1.5,NA,NA,non-paralyzed,mutant,+,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3975,2.4,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3977,1.3,NA,NA,non-paralyzed,mutant,mutant,raw
2019_04_29,tdc-1; tbh-1,OP50,Tyrosine,oct_1.0,222,3978,12.5,NA,NA,non-paralyzed,mutant,mutant,raw
